StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Consent Radio,Age,English Level,LLM Familiarity,Occupation,Occupation_17_TEXT,Q4,RateBA16,RateBA16why,RateBA16rewrite,RateEF17,RateEF17why,RateEF17rewrite,RateBA17,RateBA17why,RateBA17rewrite,ChoiceBA16,ChoiceBA16why,ChoiceBA16rewrite,ChoiceEF17,ChoiceEF17why,ChoiceEF17rewrite,ChoiceBA17,ChoiceBA17why,ChoiceBA17rewrite,SC0
Start Date,End Date,Response Type,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Distribution Channel,User Language,Select one option below.,State your age range.,What is your level of English proficiency?,"Have you used a Large Language Model (LLM) before. This includes ChatGPT, Gemini, Claude, or any other AI chatbot released after 2022.",State your occupation - Selected Choice,State your occupation - Other (specify in the text box below) - Text,State Your Gender,Rate the text between 1 (definitely AI generated) and 4 (definitely human generated).,Why does the text sound more or less human-like? Please write at least one sentence. Any and all reasoning is useful.,"Please rewrite the text so that it sounds more human-like, if you rated it anything below ""4 - Definitely human"". If you rated it ""4 - Definitely human"", just type ""NA"" (Not Applicable). You may copy and paste the text and then make your edits.",Rate the text between 1 (definitely AI generated) and 4 (definitely human generated).,Why does the text sound more or less human-like? Please write at least one sentence. Any and all reasoning is useful.,"Please rewrite the text so that it sounds more human-like, if you rated it anything below ""4 - Definitely human"". If you rated it ""4 - Definitely human"", just type ""NA"" (Not Applicable). You may copy and paste the text and then make your edits.",Rate the text between 1 (definitely AI generated) and 4 (definitely human generated).,Why does the text sound more or less human-like? Please write at least one sentence. Any and all reasoning is useful.,"Please rewrite the text so that it sounds more human-like, if you rated it anything below ""4 - Definitely human"". If you rated it ""4 - Definitely human"", just type ""NA"" (Not Applicable). You may copy and paste the text and then make your edits.",Pick which text sounds more AI-generated.,Why does the text option you chose sound more or less human-like? Please write at least one sentence. Any and all reasoning is useful.,Please rewrite the text you chose as AI-generated so that it sounds more human-like. You may copy and paste your answer from the text above (make sure you pick the correct one),Pick which text sounds more AI-generated.,Why does the text option you chose sound more or less human-like? Please write at least one sentence. Any and all reasoning is useful.,Please rewrite the text you chose as AI-generated so that it sounds more human-like. You may copy and paste your answer from the text above (make sure you pick the correct one),Pick which text sounds more AI-generated.,Why does the text option you chose sound more or less human-like? Please write at least one sentence. Any and all reasoning is useful.,Please rewrite the text you chose as AI-generated so that it sounds more human-like. You may copy and paste your answer from the text above (make sure you pick the correct one),Score
"{""ImportId"":""startDate"",""timeZone"":""Europe/London""}","{""ImportId"":""endDate"",""timeZone"":""Europe/London""}","{""ImportId"":""status""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""Europe/London""}","{""ImportId"":""_recordId""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID1217818597""}","{""ImportId"":""QID1217818592""}","{""ImportId"":""QID6402""}","{""ImportId"":""QID1217818593""}","{""ImportId"":""QID1217818594""}","{""ImportId"":""QID1217818594_17_TEXT""}","{""ImportId"":""QID1217818595""}","{""ImportId"":""QID6361""}","{""ImportId"":""QID6363_TEXT""}","{""ImportId"":""QID6365_TEXT""}","{""ImportId"":""QID6368""}","{""ImportId"":""QID6370_TEXT""}","{""ImportId"":""QID6372_TEXT""}","{""ImportId"":""QID6375""}","{""ImportId"":""QID6377_TEXT""}","{""ImportId"":""QID6379_TEXT""}","{""ImportId"":""QID6380""}","{""ImportId"":""QID6383_TEXT""}","{""ImportId"":""QID6386_TEXT""}","{""ImportId"":""QID6387""}","{""ImportId"":""QID6390_TEXT""}","{""ImportId"":""QID6393_TEXT""}","{""ImportId"":""QID6394""}","{""ImportId"":""QID6397_TEXT""}","{""ImportId"":""QID6400_TEXT""}","{""ImportId"":""SC_29JizAYe3w8vwI6""}"
2025-03-24 15:46:04,2025-03-24 16:02:00,IP Address,100,956,True,2025-03-24 16:02:01,R_2onboVy7G4flvu2,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,,Yes,Student,,Woman,2 - Likely AI,"The phrase ""posed a question that appears to challenge the rationality of human behavior"" sounds unnecessarily complex.
The word ""delve"" is one often used by AI and less frequently by humans.
""This essay will delve into Hobbes' response to this question, using his theory of the state of nature as a basis for understanding the motivations behind such seemingly irrational actions."" This is a very long sentence, a human may have made it easier to read.
","Locke, in his essay ""Some Thoughts Concerning Education,"" posed a question challenging the rationality of human behaviour, asking, ""Why should men who were afraid of polecats and foxes arrange to be devoured by lions?"" This essay will consider Hobbes' response to this question, using his theory of the state of nature as a basis for understanding the motivations behind such irrational actions. Body John Locke's question invokes a paradoxical situation in which men, despite fearing smaller predators...",3 - Likely human,"The text is easy to read and does not sound excessively pretentious, therefore seeming quite human.","Located in the heart of the city, our museum offers a captivating experience that will transport you back in time to the days of gladiators, emperors, and spectacular architecture. Our museum features an extensive collection of artefacts from the Roman Empire, including statues, mosaics, jewellery, and coins. The exhibits are divided into thematic sections, such as ""The Life of the Roman Soldier,"" ""Emperors and Empresses,"" and ""Religion and Mythology,"" allowing visitors to explore different aspects of Roman life. One of our most popular exhibits is the...",2 - Likely AI,"Phrases such as ""vital role"", ""foster collaboration"", ""prime example"", and ""delve into"" sound very AI generated.
There is American spelling, e.g., in ""organizations"".","Partnerships play an important role in this interdependence, fostering collaboration, shared responsibilities, and resource allocation. This essay will give some examples of partnerships, their challenges, and the outcomes of successful collaborations in the health and social care sector. A key example of partnerships that contribute to the provision of health and social care can be seen in community-based initiatives. For instance, the collaboration between local healthcare providers, social service agencies, schools, and non-governmental organisations can collect...","2) ""One such linguistic feature that marks a distinct divide between Northern and Southern Chinese dialects is the use of the postposition Zanmen (之imen). This essay aims to delve into the historical use of Zanmen in Northern Chinese, its significance, and its subsequent disappearance in Southern Chinese dialects. body Origin and Significance in Northern Chinese The Zanmen...""","Phrases like ""distinct divide"" and ""delve"" sound very AI-generated. Also, Text 1 is not very well written, since it consists of only one sentence. This makes it hard to read and seem more human-like (although bad).","One such linguistic feature that clearly divides Northern and Southern Chinese dialects is the use of the postposition Zanmen (之imen). This essay aims to explore the historical use of Zanmen in Northern Chinese, its significance, and its subsequent disappearance in Southern Chinese dialects. Origin and Significance in Northern Chinese The Zanmen...","1) ""Both have revolutionized the way we shop, offering countless benefits to consumers worldwide. Let's delve into the comparison between these two online retail giants and assess their unique strengths in terms of user-friendliness, customer service, shipping, product range, quality, and price.Amazon, a US-based platform, has a polished, user-friendly interface that makes shopping effortless for users at...""","Text 1 does not sound like anything a human might say, but I have heard the phrases employed in Text 2, such as ""he ""look and feel"" of any online store is key"" many times in human conversations. Text 2 also sounds more informal.","Both have fundamentally altered how we shop, offering countless benefits to consumers worldwide. Let's compare these two online retail giants and assess their strengths in terms of user-friendliness, customer service, shipping, product range, quality, and price. Amazon, a US-based platform, has a clean, user-friendly interface that makes shopping effortless for users at...","1) ""One of the common methods employed to safeguard such loans is the floating charge, a flexible form of security that allows the charged assets to be used in the ordinary course of business. However, despite its convenience and adaptability, the floating charge falls short of being an ideal security for credit extended to companies, particularly small...""","Text 1 sounds more pretentious and long-winded than Text 2, which cuts straight to the chase. Text 2 also cites its sources, and is easier understandable.","One common method of safeguarding such loans is the floating charge, a flexible form of security that allows the charged assets to be used in the ordinary course of business. However, despite its convenience and adaptability, the floating charge is far from an ideal security for credit extended to companies, especially small ones.",5
2025-03-25 09:17:36,2025-03-25 09:34:13,IP Address,100,996,True,2025-03-25 09:34:13,R_2pRScSNTwxZvuYN,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,,Yes,Student,,Man,,,,,,,,,,,,,,,,,,,3
2025-03-25 09:21:47,2025-03-25 09:35:34,IP Address,100,826,True,2025-03-25 09:35:34,R_2CVm3Qulo5BKOJk,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,,Yes,Student,,Woman,,,,,,,,,,,,,,,,,,,5
2025-03-25 09:16:56,2025-03-25 09:36:10,IP Address,100,1154,True,2025-03-25 09:36:11,R_2N3295pEVvdbPAR,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,,Yes,Student,,Non-binary/non-conforming,,,,,,,,,,,,,,,,,,,1
2025-03-25 09:37:30,2025-03-25 09:52:54,IP Address,100,924,True,2025-03-25 09:52:55,R_2GjOed4wOMYzPeV,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,,Yes,Student,,Woman,,,,,,,,,,,,,,,,,,,1
2025-03-25 09:37:54,2025-03-25 10:05:18,IP Address,100,1644,True,2025-03-25 10:05:19,R_8mCmUaBJLHLVs0p,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,,Yes,Student,,Man,,,,,,,,,,,,,,,,,,,3
2025-03-25 11:37:48,2025-03-25 12:07:26,IP Address,100,1778,True,2025-03-25 12:07:26,R_2Ppi4KdfHPZYVod,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",18 to 24,Fluent (C1/C2),Yes,Student,,Man,2 - Likely AI,"Some words such as delve, also the last sentence isn't structured as a human would write it ","Locke posed a question in his essay ""Some Thoughts Concerning Education"" about human behaviour: ""Why should men who were afraid of polecats and foxes arrange to be devoured by lions?"" This essay explores Hobbes' response to this question, using his theory of the state of nature to understand the motivations behind irritational actions. Body John Locke's query suggests a paradoxical situation. Despite fearing smaller predators, men...",1 - Definitely AI,"AI usually generates stories to some extent, which can be seen in ""will transport you back in time to the days of gladiators, emperors, and spectacular architecture.""","Our museum offers an incredible Roman Empire experience in the heart of the city. The museum has an extensive collection of artifacts from the Roman Empire, including statues, mosaics, jewelry, and coins. The exhibits are divided into thematic sections, such as ""The Life of the Roman Soldier,"" ""Emperors and Empresses,"" and ""Religion and Mythology,""  One of our most popular exhibits is the...",2 - Likely AI,"The word ""delve"" is commonly used by AI. ","""Partnerships play a vital role in this interdependence, as they foster collaboration, shared responsibilities, and resource allocation. This essay explores some examples of partnerships, their challenges, and the outcomes of successful collaborations in the health and social care sector. A prime example of partnerships that contribute to the provision of health and social care can be observed in community-based initiatives. For instance, the collaboration between local healthcare providers, social service agencies, schools, and non-governmental organizations can collect...""","2) ""One such linguistic feature that marks a distinct divide between Northern and Southern Chinese dialects is the use of the postposition Zanmen (之imen). This essay aims to delve into the historical use of Zanmen in Northern Chinese, its significance, and its subsequent disappearance in Southern Chinese dialects. body Origin and Significance in Northern Chinese The Zanmen...""","Again the word delve. The first text also isn't structured as well, implying it was written by a human.","One of the linguistic features that divide the Northern and Southern Chinese dialects is the use of the postpositon Zanmen (之imen). This essay looks into the historical use of Zanmen in Northern Chinese, its significance, and its subsequent disappearance in Southern Chinese dialects. Body origin and Significance in Northern Chinese The Zanmen...","1) ""Both have revolutionized the way we shop, offering countless benefits to consumers worldwide. Let's delve into the comparison between these two online retail giants and assess their unique strengths in terms of user-friendliness, customer service, shipping, product range, quality, and price.Amazon, a US-based platform, has a polished, user-friendly interface that makes shopping effortless for users at...""","Delve,
Text 2 seems more human written, as it flows smoothly","""Both have revolutionized the way we shop, offering countless benefits to consumers worldwide. Let's compare these two online retail giants and assess their unique strengths in terms of user-friendliness, customer service, shipping, product range, quality, and price. Amazon, a US-based platform, has a polished, user-friendly interface that makes shopping effortless for users at...""","2) ""The floating charge is a useful security - it enables companies to raise more debt finance secured against their fluctuating assets such as trading stock. However, the recent legal developments have been to the detriment of the floating charge holders. Although the Enterprise Act (EA) 2002, the Companies Act (CA) 2006 and the House of Lords...""",Text 1 flows better. A human would've referred to the acts differently in text 2.,"Floating charge enables companies to raise more debt finance secured against their fluctuating assets such as trading stock. However, the recent legal developments have been to the detriment of the floating charge holders. The Enterprise Act (EA) 2002, the Companies Act (CA) 2006 and the House of Lords...""",5
2025-03-25 11:59:47,2025-03-25 12:53:34,IP Address,100,3227,True,2025-03-25 12:53:35,R_2AtUCaX6yeGESrf,anonymous,EN,"Yes, I confirm that I have read and understood the above statements",25 to 34,Fluent (C1/C2),Yes,"Science, Research, and Engineering",,Prefer not to say,,,,,,,,,,,,,,,,,,,4
